Symbol,Name,Market Cap,Country,Sector,Industry
RUMBW,Rumble Inc. Warrant,891996364.0,United States,Technology,Computer Software: Programming Data Processing
FUFU,BitFuFu Inc. Class A Ordinary Shares,889446378.0,Singapore,Finance,Finance: Consumer Services
VFSWW,VinFast Auto Ltd. Warrant,888359629.0,Singapore,,
RCAT,Red Cat Holdings Inc. Common Stock,887564377.0,United States,Technology,Computer Software: Prepackaged Software
ABCL,AbCellera Biologics Inc. Common Shares,886943251.0,Canada,Health Care,Pharmaceuticals and Biotechnology
EGBN,Eagle Bancorp Inc. Common Stock,886717156.0,United States,Finance,Major Banks
CFFN,Capitol Federal Financial Inc. Common Stock,886681590.0,United States,Finance,Savings Institutions
MRNO,Murano Global Investments PLC Ordinary Shares,886331535.0,Mexico,Consumer Discretionary,Hotels/Resorts
AUTL,Autolus Therapeutics plc American Depositary Share,883524007.0,United Kingdom,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
HTZWW,Hertz Global Holdings Inc Warrant,883266304.0,United States,Consumer Discretionary,Rental/Leasing Companies
CGBD,Carlyle Secured Lending Inc. Common Stock,882205520.0,United States,Finance,Finance: Consumer Services
FIGS,FIGS Inc. Class A Common Stock,881315343.0,United States,Consumer Discretionary,Apparel
AHH,Armada Hoffler Properties Inc. Common Stock,880615816.0,United States,Finance,Real Estate
AVNS,Avanos Medical Inc. Common Stock,880536063.0,United States,Health Care,Industrial Specialties
ASTE,Astec Industries Inc. Common Stock,880376919.0,United States,Industrials,Construction/Ag Equipment/Trucks
BJRI,BJ's Restaurants Inc. Common Stock,877067259.0,United States,Consumer Discretionary,Restaurants
ADPT,Adaptive Biotechnologies Corporation Common Stock,876622147.0,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NNAVW,NextNav Inc. Warrant,872414642.0,United States,Industrials,Industrial Machinery/Components
PRTA,Prothena Corporation plc Ordinary Shares,872239546.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SHLS,Shoals Technologies Group Inc. Class A Common Stock,870169422.0,United States,Technology,Semiconductors
MCBS,MetroCity Bankshares Inc. Common Stock,869897995.0,United States,Finance,Major Banks
ASIX,AdvanSix Inc. Common Stock ,867955862.0,United States,Industrials,Major Chemicals
EOLS,Evolus Inc. Common Stock,866871239.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations
RSKD,Riskified Ltd. Class A Ordinary Shares,865985547.0,,Consumer Discretionary,Business Services
ZIP,ZipRecruiter Inc. Class A Common Stock,865638515.0,United States,Technology,Computer Software: Programming Data Processing
HCKT,Hackett Group Inc (The). Common Stock,864779632.0,United States,Consumer Discretionary,Professional Services
PUMP,ProPetro Holding Corp. Common Stock,864609866.0,United States,Energy,Oilfield Services/Equipment
CAPR,Capricor Therapeutics Inc. Common Stock,864382951.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TRIN,Trinity Capital Inc. Common Stock,864148277.0,United States,Finance,Finance: Consumer Services
CPF,Central Pacific Financial Corp New,863898872.0,United States,Finance,Major Banks
SPLP,Steel Partners Holdings LP LTD PARTNERSHIP UNIT,863345385.0,United States,Industrials,Industrial Specialties
FNA,Paragon 28 Inc. Common Stock,863156767.0,United States,Health Care,Medical/Dental Instruments
UAN,CVR Partners LP Common Units representing Limited Partner Interests,862482379.0,United States,Industrials,Agricultural Chemicals
AGL,agilon health inc. Common Stock,861117296.0,United States,Health Care,Misc Health and Biotechnology Services
NOAH,Noah Holdings Limited American Depositary Shares,860762948.0,China,Finance,Investment Managers
GAINZ,Gladstone Investment Corporation 4.875% Notes due 2028,860716128.0,United States,Finance,Finance: Consumer Services
NBBK,NB Bancorp Inc. Common Stock,860093382.0,United States,Finance,Banks
WNC,Wabash National Corporation Common Stock,859372551.0,United States,Industrials,Construction/Ag Equipment/Trucks
ATLC,Atlanticus Holdings Corporation Common Stock,858686100.0,United States,Finance,Finance: Consumer Services
KURA,Kura Oncology Inc. Common Stock,858511800.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations
IMTX,Immatics N.V. Ordinary Shares,857875200.0,Germany,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PTLO,Portillo's Inc. Class A Common Stock,857266549.0,United States,Consumer Discretionary,Restaurants
IMPPP,Imperial Petroleum Inc. 8.75% Series A Cumulative Redeemable Perpetual Preferred Shares,856573350.0,Greece,Consumer Discretionary,Marine Transportation
PRA,ProAssurance Corporation Common Stock,855333386.0,United States,Finance,Property-Casualty Insurers
MBUU,Malibu Boats Inc. Class A Common Stock,854654527.0,United States,Industrials,Marine Transportation
CFB,CrossFirst Bankshares Inc. Common Stock,853394857.0,United States,Finance,Major Banks
CNOBP,ConnectOne Bancorp Inc. Depositary Shares each representing a 1/40th interest in a share of 5.25% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series A,851821037.0,United States,Finance,Major Banks
BANFP,BancFirst Corporation - BFC Capital Trust II Cumulative Trust Preferred Securities,851413321.0,United States,Finance,Major Banks
PLYM,Plymouth Industrial REIT Inc. Common Stock,850593346.0,United States,Real Estate,Real Estate Investment Trusts
PCTTW,PureCycle Technologies Inc. Warrant,850109526.0,United States,Industrials,Major Chemicals
GLDD,Great Lakes Dredge & Dock Corporation Common Stock,849646206.0,United States,Industrials,Military/Government/Technical
CSTL,Castle Biosciences Inc. Common Stock,848061074.0,United States,Health Care,Medical Specialities
GES,Guess? Inc. Common Stock,846411321.0,United States,Consumer Discretionary,Apparel
IMNM,Immunome Inc. Common Stock,845748250.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TIPT,Tiptree Inc. Common Stock,844502548.0,United States,Finance,Property-Casualty Insurers
FCBC,First Community Bankshares Inc. (VA) Common Stock,844492607.0,United States,Finance,Major Banks
AIO,Virtus Artificial Intelligence & Technology Opportunities Fund Common Shares of Beneficial Interest,843757682.0,,Finance,Finance/Investors Services
NESR,National Energy Services Reunited Corp Ordinary Shares,843410725.0,United States,Energy,Oilfield Services/Equipment
GRNT,Granite Ridge Resources Inc. Common Stock,843298490.0,United States,Energy,Oil & Gas Production
MNRO,Monro Inc. Common Stock,842176650.0,United States,Consumer Discretionary,Automotive Aftermarket
MLR,Miller Industries Inc. Common Stock,842160677.0,United States,Consumer Discretionary,Construction/Ag Equipment/Trucks
DRD,DRDGOLD Limited American Depositary Shares,842109404.0,South Africa,Basic Materials,Precious Metals
MAX,MediaAlpha Inc. Class A Common Stock,841969313.0,United States,Consumer Discretionary,Business Services
BFST,Business First Bancshares Inc. Common Stock,841931468.0,United States,Finance,Major Banks
CTKB,Cytek Biosciences Inc. Common Stock,841133309.0,United States,Industrials,Biotechnology: Laboratory Analytical Instruments
PLRX,Pliant Therapeutics Inc. Common Stock,839779997.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations
WLKP,Westlake Chemical Partners LP Common Units representing limited partner interests,837620476.0,United States,Industrials,Major Chemicals
NAMSW,NewAmsterdam Pharma Company N.V. Warrant,837016000.0,Netherlands,Health Care,Biotechnology: Pharmaceutical Preparations
HNST,The Honest Company Inc. Common Stock,836969716.0,United States,Consumer Discretionary,Catalog/Specialty Distribution
CRGX,CARGO Therapeutics Inc. Common Stock,836784077.0,United States,,
PRAA,PRA Group Inc. Common Stock,835845998.0,United States,Finance,Finance: Consumer Services
GHLD,Guild Holdings Company Class A Common Stock,835458489.0,United States,Finance,Finance: Consumer Services
RAPP,Rapport Therapeutics Inc. Common Stock,835406278.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations
OSBC,Old Second Bancorp Inc. Common Stock,834274858.0,United States,Finance,Major Banks
LX,LexinFintech Holdings Ltd. American Depositary Shares,833573373.0,China,Finance,Finance: Consumer Services
NNE,Nano Nuclear Energy Inc. Common Stock,831824775.0,United States,Utilities,Electric Utilities: Central
IIIV,i3 Verticals Inc. Class A Common Stock,831802069.0,United States,Consumer Discretionary,Business Services
VTS,Vitesse Energy Inc. Common Stock,829583586.0,United States,Energy,Oil & Gas Production
ARKO,ARKO Corp. Common Stock,828922637.0,United States,Consumer Staples,Food Chains
HQH,abrdn Healthcare Investors Shares of Beneficial Interest,825201144.0,United States,Finance,Finance Companies
BRSP,BrightSpire Capital Inc. Class A Common Stock,822204073.0,United States,Real Estate,Real Estate Investment Trusts
ALVOW,Alvotech Warrant,821276800.0,Luxembourg,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
CSIQ,Canadian Solar Inc. Common Shares (ON),821029976.0,Canada,Technology,Semiconductors
BST,BlackRock Science and Technology Trust Common Shares of Beneficial Interest,820061288.0,United States,Finance,Finance Companies
GSM,Ferroglobe PLC Ordinary Shares,819179005.0,United Kingdom,Basic Materials,Metal Mining
RYI,Ryerson Holding Corporation Common Stock,818470907.0,United States,Industrials,Metal Fabrications
TH,Target Hospitality Corp. Common Stock,818243393.0,United States,Consumer Discretionary,Hotels/Resorts
SITC,SITE Centers Corp. Common Stock,813716099.0,United States,Real Estate,Real Estate Investment Trusts
DAO,Youdao Inc. American Depositary Shares each representing one Class A Ordinary Share,812583408.0,China,Real Estate,Other Consumer Services
KREF,KKR Real Estate Finance Trust Inc. Common Stock,809129931.0,United States,Real Estate,Real Estate Investment Trusts
ERAS,Erasca Inc. Common Stock,808600027.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MBWM,Mercantile Bank Corporation Common Stock,807903546.0,United States,Finance,Major Banks
SKYH,Sky Harbour Group Corporation Class A Common Stock,805817177.0,United States,Finance,Real Estate
TCPC,BlackRock TCP Capital Corp. Common Stock,805412571.0,United States,Finance,Finance/Investors Services
PGY,Pagaya Technologies Ltd. Class A Ordinary Shares,805056036.0,Israel,Finance,Finance: Consumer Services
HIPO,Hippo Holdings Inc. Common Stock,804844818.0,United States,Finance,Property-Casualty Insurers
BCX,BlackRock Resources Common Shares of Beneficial Interest,803605355.0,United States,Finance,Finance/Investors Services
AVXL,Anavex Life Sciences Corp. Common Stock,802165591.0,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LANDO,Gladstone Land Corporation 6.00% Series B Cumulative Redeemable Preferred Stock,801801363.0,United States,Real Estate,Real Estate Investment Trusts
DEC,Diversified Energy Company plc Ordinary Shares,800874352.0,,,
NBN,Northeast Bank Common Stock,800398500.0,United States,Finance,Major Banks
HBNC,Horizon Bancorp Inc. Common Stock,799551337.0,United States,Finance,Major Banks
HAFC,Hanmi Financial Corporation Common Stock,798694039.0,United States,Finance,Major Banks
CRON,Cronos Group Inc. Common Share,795143908.0,Canada,Health Care, Medicinal Chemicals and Botanical Products 
TYRA,Tyra Biosciences Inc. Common Stock,793454899.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations
DLY,DoubleLine Yield Opportunities Fund Common Shares of Beneficial Interest,787749149.0,United States,Finance,Investment Managers
RLAY,Relay Therapeutics Inc. Common Stock,786699903.0,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LANDP,Gladstone Land Corporation 6.00% Series C Cumulative Redeemable Preferred Stock,786668939.0,United States,Real Estate,Real Estate Investment Trusts
NBR,Nabors Industries Ltd.,786377731.0,Bermuda,Energy,Oil & Gas Production
IBCP,Independent Bank Corporation Common Stock,786244155.0,United States,Finance,Major Banks
CAPL,CrossAmerica Partners LP Common Units representing limited partner interests,785664107.0,United States,Energy,Oil Refining/Marketing
CDMO,Avid Bioservices Inc. Common Stock,783403926.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations
CGEM,Cullinan Therapeutics Inc. Common Stock,783161126.0,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
HLF,Herbalife Ltd. Common Shares,783153677.0,Cayman Islands,Health Care,Other Pharmaceuticals
ETD,Ethan Allen Interiors Inc. Common Stock,781462671.0,United States,Consumer Discretionary,Home Furnishings
PCRX,Pacira BioSciences Inc. Common Stock,780789488.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations
LQDT,Liquidity Services Inc. Common Stock,780713442.0,United States,Consumer Discretionary,Business Services
DCOMP,Dime Community Bancshares Inc. Fixed-Rate Non-Cumulative Perpetual Preferred Stock Series A,780658258.0,United States,Finance,Major Banks
KOP,Koppers Holdings Inc. Common Stock,779542932.0,United States,Basic Materials,Forest Products
DJCO,Daily Journal Corp. (S.C.) Common Stock,777570751.0,United States,Consumer Discretionary,Newspapers/Magazines
AXL,American Axle & Manufacturing Holdings Inc. Common Stock,777210595.0,United States,Consumer Discretionary,Auto Parts:O.E.M.
UFCS,United Fire Group Inc. Common Stock,775468688.0,United States,Finance,Property-Casualty Insurers
HZO,MarineMax Inc.  (FL) Common Stock,775445471.0,United States,Consumer Discretionary,Auto & Home Supply Stores
DDL,Dingdong (Cayman) Limited American Depositary Shares (each two representing three Ordinary Shares),773995200.0,Cayman Islands,Consumer Discretionary,Catalog/Specialty Distribution
ODP,The ODP Corporation Common Stock,773435222.0,United States,Consumer Discretionary,Other Specialty Stores
GOOD,Gladstone Commercial Corporation Real Estate Investment Trust,773419031.0,United States,Real Estate,Real Estate
CRESY,Cresud S.A.C.I.F. y A. American Depositary Shares,771087429.0,Argentina,Finance,Real Estate
AC,Associated Capital Group Inc. Common Stock,770695629.0,United States,Finance,Investment Bankers/Brokers/Service
CRSR,Corsair Gaming Inc. Common Stock,769547705.0,United States,Technology,Computer peripheral equipment
SWIM,Latham Group Inc. Common Stock,766590932.0,United States,Industrials,Plastic Products
ORRF,Orrstown Financial Services Inc Common Stock,765748620.0,United States,Finance,Major Banks
CVLG,Covenant Logistics Group Inc. Class A Common Stock,765475059.0,United States,Industrials,Trucking Freight/Courier Services
CIFRW,Cipher Mining Inc. Warrant,765173471.0,United States,Finance,Finance: Consumer Services
GCI,Gannett Co. Inc. Common Stock,765061035.0,United States,Consumer Discretionary,Newspapers/Magazines
HSII,Heidrick & Struggles International Inc. Common Stock,764434693.0,United States,Consumer Discretionary,Diversified Commercial Services
PUBM,PubMatic Inc. Class A Common Stock,761879567.0,United States,Technology,Computer Software: Programming Data Processing
SNCY,Sun Country Airlines Holdings Inc. Common Stock,761804182.0,United States,Consumer Discretionary,Air Freight/Delivery Services
LPRO,Open Lending Corporation Common Stock,761453006.0,United States,Finance,Finance: Consumer Services
REX,REX American Resources Corporation,760833353.0,United States,Industrials,Major Chemicals
ORKA,Oruka Therapeutics Inc. Common Stock,760518492.0,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
ANAB,AnaptysBio Inc. Common Stock,759499903.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations
EFSCP,Enterprise Financial Services Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 5% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,759263510.0,United States,Finance,Major Banks
WEST,Westrock Coffee Company Common Stock,756330604.0,United States,Consumer Staples,Beverages (Production/Distribution)
HBT,HBT Financial Inc. Common Stock,755846816.0,United States,Finance,Major Banks
UXIN,Uxin Limited ADS,755541220.0,China,Consumer Discretionary,Business Services
GSL,Global Ship Lease Inc New Class A Common Shares,755141412.0,United Kingdom,Consumer Discretionary,Marine Transportation
REPX,Riley Exploration Permian Inc. Common Stock,754048597.0,United States,Energy,Oil & Gas Production
HUYA,HUYA Inc. American depositary shares each  representing one Class A ordinary share,750528448.0,United States,Technology,Computer Software: Programming Data Processing
SCWX,SecureWorks Corp. Class A Common Stock,749709088.0,United States,Technology,Computer Software: Prepackaged Software
IPX,IperionX Limited American Depositary Share,748582252.0,United States,Basic Materials,Other Metals and Minerals
GSBC,Great Southern Bancorp Inc. Common Stock,748001553.0,United States,Finance,Major Banks
OFIX,Orthofix Medical Inc. Common Stock (DE),746323072.0,Curacao,Health Care,Medical/Dental Instruments
HAIN,Hain Celestial Group Inc. (The) Common Stock,745905455.0,United States,Consumer Staples,Packaged Foods
WSR,Whitestone REIT Common Shares,745516083.0,United States,Real Estate,Real Estate Investment Trusts
SBC,SBC Medical Group Holdings Incorporated Common Stock,744840500.0,United States,Health Care,Medical/Nursing Services
TRDA,Entrada Therapeutics Inc. Common Stock,744283303.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SEAT,Vivid Seats Inc. Class A Common Stock,743728349.0,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation
RPAY,Repay Holdings Corporation Class A Common Stock,742588756.0,United States,Consumer Discretionary,Business Services
SCHL,Scholastic Corporation Common Stock,742264454.0,United States,Consumer Discretionary,Books
SMBC,Southern Missouri Bancorp Inc. Common Stock,740346014.0,United States,Finance,Banks
TRTX,TPG RE Finance Trust Inc. Common Stock,738870202.0,United States,Real Estate,Real Estate Investment Trusts
MITN,AG Mortgage Investment Trust Inc. 9.500% Senior Notes due 2029,738687176.0,United States,Real Estate,Real Estate Investment Trusts
CCO,Clear Channel Outdoor Holdings Inc. Common Stock,738508422.0,United States,Consumer Discretionary,Advertising
MITP,AG Mortgage Investment Trust Inc. 9.500% Senior Notes due 2029,737870220.0,United States,Real Estate,Real Estate Investment Trusts
XPOF,Xponential Fitness Inc. Class A Common Stock,736137720.0,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation
LDI,loanDepot Inc. Class A Common Stock,735751436.0,United States,Finance,Finance: Consumer Services
TECX,Tectonic Therapeutic Inc. Common Stock,734388858.0,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
USNA,USANA Health Sciences Inc. Common Stock,734365309.0,United States,Health Care, Medicinal Chemicals and Botanical Products 
EQBK,Equity Bancshares Inc. Class A Common Stock,733745936.0,United States,Finance,Major Banks
FOSLL,Fossil Group Inc. 7% Senior Notes due 2026,729821323.0,United States,Consumer Discretionary,Consumer Specialties
RERE,ATRenew Inc. American Depositary Shares (every three of which representing two Class A ordinary shares),729393000.0,Cayman Islands,Consumer Discretionary,Other Specialty Stores
SHEN,Shenandoah Telecommunications Co Common Stock,727846606.0,United States,Telecommunications,Telecommunications Equipment
MCB,Metropolitan Bank Holding Corp. Common Stock,727173768.0,United States,Finance,Major Banks
DMRC,Digimarc Corporation Common Stock,727001638.0,United States,Technology,EDP Services
TXO,TXO Partners L.P. Common Units Representing Limited Partner Interests,725802510.0,,Energy,Oil & Gas Production
GOTU,Gaotu Techedu Inc. American Depositary Shares,725588840.0,China,Real Estate,Other Consumer Services
VHI,Valhi Inc. Common Stock,724346701.0,United States,Industrials,Major Chemicals
NR,Newpark Resources Inc. Common Stock,723117411.0,United States,Industrials,Metal Fabrications
LIND,Lindblad Expeditions Holdings Inc. Common Stock,722721237.0,United States,Consumer Discretionary,Transportation Services
FDUS,Fidus Investment Corporation Common Stock,722042941.0,United States,Finance,Finance/Investors Services
BALY,Bally's Corporation Common Stock,721023144.0,United States,Consumer Discretionary,Hotels/Resorts
RILYM,B. Riley Financial Inc. 6.375% Senior Notes due 2025,719210493.0,United States,Finance,Investment Managers
DAKT,Daktronics Inc. Common Stock,718392490.0,United States,Consumer Discretionary,Miscellaneous manufacturing industries
PRTH,Priority Technology Holdings Inc. Common Stock,717643549.0,United States,Consumer Discretionary,Business Services
CCAP,Crescent Capital BDC Inc. Common stock,717511550.0,United States,Finance,Finance: Consumer Services
MGR,Affiliated Managers Group Inc. 5.875% Junior Subordinated Notes due 2059,714824372.0,United States,Finance,Investment Managers
MATV,Mativ Holdings Inc. Common Stock,714516165.0,United States,Basic Materials,Paper
SMP,Standard Motor Products Inc. Common Stock,714213606.0,United States,Consumer Discretionary,Auto Parts:O.E.M.
IMOS,ChipMOS TECHNOLOGIES INC. American Depositary Shares,713422558.0,Taiwan,Technology,Semiconductors
INN,Summit Hotel Properties Inc. Common Stock,713388124.0,United States,Real Estate,Real Estate Investment Trusts
ADSE,ADS-TEC ENERGY PLC Ordinary Shares,713245158.0,Ireland,Consumer Discretionary,Industrial Specialties
GEGGL,Great Elm Group Inc.  7.25% Notes due 2027,712894866.0,United States,Finance,Finance: Consumer Services
MCS,Marcus Corporation (The) Common Stock,712753159.0,United States,Consumer Discretionary,Movies/Entertainment
ARBK,Argo Blockchain plc American Depositary Shares,712712000.0,United Kingdom,Finance,Finance: Consumer Services
SVM,Silvercorp Metals Inc. Common Shares,712259335.0,Canada,Basic Materials,Precious Metals
DNTH,Dianthus Therapeutics Inc. Common Stock,710031190.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MTUS,Metallus Inc. Common Shares,708380448.0,United States,Industrials,Steel/Iron Ore
TRST,TrustCo Bank Corp NY Common Stock,707948525.0,United States,Finance,Major Banks
NTGR,NETGEAR Inc. Common Stock,707736194.0,United States,Utilities,Telecommunications Equipment
RMR,The RMR Group Inc. Class A Common Stock,706972342.0,United States,Consumer Discretionary,Professional Services
OPFI,OppFi Inc. Class A Common Stock,703508076.0,,Finance,Finance: Consumer Services
CEVA,CEVA Inc. Common Stock,702659456.0,United States,Technology,Computer Software: Programming Data Processing
AMRK,A-Mark Precious Metals Inc. Common Stock,702476988.0,United States,Industrials,Other Specialty Stores
FSBC,Five Star Bancorp Common Stock,702463785.0,United States,Finance,Major Banks
NXP,Nuveen Select Tax Free Income Portfolio Common Stock,702454686.0,United States,Finance,Trusts Except Educational Religious and Charitable
BFLY,Butterfly Network Inc. Class A Common Stock,700974135.0,United States,Health Care,Medical Electronics
QUBT,Quantum Computing Inc. Common Stock,699550521.0,United States,Technology,Computer Software: Prepackaged Software
ORIC,Oric Pharmaceuticals Inc. Common Stock,698612805.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations
GPRE,Green Plains Inc. Common Stock,698232776.0,United States,Industrials,Major Chemicals
EZPW,EZCORP Inc. Class A Non Voting Common Stock,697157734.0,United States,Consumer Discretionary,Other Specialty Stores
EU,enCore Energy Corp. Common Shares,697045718.0,United States,Basic Materials,Other Metals and Minerals
WRLD,World Acceptance Corporation Common Stock,695238246.0,United States,Finance,Finance: Consumer Services
AMPS,Altus Power Inc. Class A Common Stock,694640781.0,United States,Utilities,Electric Utilities: Central
YALA,Yalla Group Limited American Depositary Shares each representing one Class A Ordinary Share,694418809.0,United Arab Emirates,Technology,Computer Software: Programming Data Processing
DDI,DoubleDown Interactive Co. Ltd. American Depository Shares,693748160.0,South Korea,Technology,EDP Services
NOVA,Sunnova Energy International Inc. Common Stock,692237703.0,United States,Utilities,Power Generation
OSPN,OneSpan Inc. Common Stock,688397935.0,United States,Technology,EDP Services
CLNE,Clean Energy Fuels Corp. Common Stock,688246119.0,United States,Utilities,Natural Gas Distribution
CAC,Camden National Corporation Common Stock,686732740.0,United States,Finance,Major Banks
HPKEW,HighPeak Energy Inc. Warrant,686572810.0,United States,Energy,Oil & Gas Production
RBBN,Ribbon Communications Inc. Common Stock,685750216.0,United States,Technology,EDP Services
VREX,Varex Imaging Corporation Common Stock,685548000.0,United States,Technology,Industrial Machinery/Components
LAB,Standard BioTools Inc. Common Stock,684956188.0,United States,Industrials,Biotechnology: Laboratory Analytical Instruments
MOFG,MidWestOne Financial Gp Common Stock,684533581.0,United States,Finance,Major Banks
VMO,Invesco Municipal Opportunity Trust Common Stock,684522953.0,United States,Finance,Trusts Except Educational Religious and Charitable
IRMD,iRadimed Corporation Common Stock,683478673.0,United States,Health Care,Medical/Dental Instruments
OPINL,Office Properties Income Trust 6.375% Senior Notes due 2050,683319933.0,United States,Finance,Real Estate
NIE,Virtus Equity & Convertible Income Fund Common Shares of Beneficial Interest,681363449.0,United States,Finance,Investment Managers
BTBT,Bit Digital Inc. Ordinary Shares,681311900.0,United States,Finance,Finance: Consumer Services
COLL,Collegium Pharmaceutical Inc. Common Stock,680151312.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations
MBX,MBX Biosciences Inc. Common Stock,679710282.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations
LOTWW,Lotus Technology Inc. Warrants,679655326.0,China,Consumer Discretionary,Auto Manufacturing
GNK,Genco Shipping & Trading Limited Ordinary Shares New (Marshall Islands),678567794.0,United States,Consumer Discretionary,Marine Transportation
EVER,EverQuote Inc. Class A Common Stock,678394613.0,United States,Technology,Computer Software: Programming Data Processing
DOGZ,Dogness (International) Corporation Class A Common Stock,677780232.0,China,Consumer Discretionary,Miscellaneous manufacturing industries
VEL,Velocity Financial Inc. Common Stock,677529729.0,United States,Finance,Finance: Consumer Services
QBTS,D-Wave Quantum Inc. Common Shares,676524784.0,,Technology,EDP Services
ECX,ECARX Holdings Inc. Class A Ordinary shares,675899930.0,China,Technology,EDP Services
WABC,Westamerica Bancorporation Common Stock,675566384.0,United States,Finance,Major Banks
BIOA,BioAge Labs Inc. Common Stock,673956274.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ADTN,ADTRAN Holdings Inc. Common Stock,673616007.0,United States,Utilities,Telecommunications Equipment
TK,Teekay Corporation Ltd. Common Stock,671625623.0,Bermuda,Consumer Discretionary,Marine Transportation
OPAL,OPAL Fuels Inc. Class A Common Stock,671438777.0,United States,Utilities,Natural Gas Distribution
SSYS,Stratasys Ltd. Ordinary Shares (Israel),670091432.0,United States,Technology,Computer peripheral equipment
METC,Ramaco Resources Inc. Class A Common Stock,669748511.0,United States,Energy,Coal Mining
OCS,Oculis Holding AG Ordinary shares,669670000.0,Switzerland,Health Care,Biotechnology: Pharmaceutical Preparations
BRCC,BRC Inc. Class A Common Stock,668012602.0,United States,Consumer Staples,Beverages (Production/Distribution)
TRML,Tourmaline Bio Inc. Common Stock,667733564.0,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
VINP,Vinci Partners Investments Ltd. Class A Common Shares,667470770.0,Brazil,Finance,Investment Managers
CCBG,Capital City Bank Group Common Stock,666934221.0,United States,Finance,Major Banks
PLPC,Preformed Line Products Company Common Stock,666171008.0,United States,Industrials,Water Sewer Pipeline Comm & Power Line Construction
MNMD,Mind Medicine (MindMed) Inc. Common Shares,665283100.0,United States,Health Care, Medicinal Chemicals and Botanical Products 
THRY,Thryv Holdings Inc. Common Stock,665149147.0,United States,Consumer Discretionary,Advertising
ALTI,AlTi Global Inc. Class A Common Stock,664172816.0,United States,Finance,Investment Managers
TSHA,Taysha Gene Therapies Inc. Common Stock,664016311.0,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NEWTI,NewtekOne Inc. 8.00% Fixed Rate Senior Notes due 2028,662887411.0,United States,Finance,Major Banks
CTLP,Cantaloupe Inc. Common Stock,662714442.0,United States,Miscellaneous,Office Equipment/Supplies/Services
NEXN,Nexxen International Ltd. American Depository Shares,662682586.0,Israel,Technology,Computer Software: Programming Data Processing
ACIC,American Coastal Insurance Corporation Common Stock,661854128.0,United States,Finance,Property-Casualty Insurers
INNV,InnovAge Holding Corp. Common Stock,659667038.0,United States,Health Care,Medical/Nursing Services
NCMI,National CineMedia Inc. Common Stock,659659785.0,United States,Consumer Discretionary,Advertising
OMER,Omeros Corporation Common Stock,657729776.0,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ABUS,Arbutus Biopharma Corporation Common Stock,655641230.0,Canada,Health Care,Biotechnology: Pharmaceutical Preparations
IMXI,International Money Express Inc. Common Stock,655248745.0,United States,Consumer Discretionary,Business Services
FFWM,First Foundation Inc. Common Stock,654643418.0,United States,Finance,Major Banks
HTBK,Heritage Commerce Corp Common Stock,651041747.0,United States,Finance,Major Banks
HTBI,HomeTrust Bancshares Inc. Common Stock,650184807.0,United States,Finance,Savings Institutions
FOF,Cohen & Steers Closed-End Opportunity Fund Inc. Common Stock,649612662.0,United States,Finance,Investment Managers
NEWTZ,NewtekOne Inc. 5.50% Notes Due 2026,648581869.0,United States,Finance,Major Banks
PACK,Ranpak Holdings Corp Class A Common Stock,648574889.0,United States,Consumer Discretionary,Containers/Packaging
RFI,Cohen & Steers Total Return Realty Fund Inc. Common Stock,646664344.0,United States,Finance,Investment Managers
ESQ,Esquire Financial Holdings Inc. Common Stock,646482419.0,United States,Finance,Commercial Banks
